Date,Store_ID,Store_Location,Region,SKU,SKU_Category,SKU_SubCategory,Brand,Unit_Price,Discount,Promo_Flag,Stock_On_Hand,Supplier_ID,Supplier_Rating,Weather,DayOfWeek,Holiday_Flag,Footfall,Basket_Size,Avg_Customer_Age,Loyalty_Segment,Staff_Count,Competitor_Price,Web_Orders,Mobile_Orders,Units_Sold,Sales_Revenue
19/05/2022,SHJ03,Abu Dhabi,West,1097,Produce,SubC,BrandA,6.37,0,0,24,SUP01,4.83,Sunny,3,0,1101,6.22,48.3,Bronze,10,44.4,3,71,348,2216.76
20/05/2022,DXB01,Abu Dhabi,South,1088,Produce,SubC,BrandB,2.15,0.05,0,34,SUP01,3.04,Rainy,4,0,863,7.84,35.1,Bronze,15,27.26,60,72,343,700.58
21/05/2022,ALN04,Sharjah,North,1009,Bakery,SubA,BrandA,21.08,0,0,68,SUP02,4.92,Hot,5,0,348,5.16,27.1,Silver,6,4.19,7,54,209,4405.72
22/05/2022,DXB01,Al Ain,North,1020,Produce,SubA,BrandB,24.16,0.15,0,88,SUP03,3.92,Hot,6,0,620,6.95,50.5,Gold,6,3.99,12,5,238,4887.57
23/05/2022,ALN04,Sharjah,North,1045,Personal Care,SubC,BrandA,24,0.2,0,95,SUP02,3.83,Cool,0,0,133,1.06,28.5,Bronze,9,39.95,11,69,290,5568
24/05/2022,ALN04,Dubai,West,1090,Personal Care,SubA,BrandC,4.07,0.2,0,143,SUP03,3.51,Hot,1,0,327,1.26,52.4,Bronze,12,38.14,34,67,319,1038.66
25/05/2022,ALN04,Sharjah,Central,1026,Beverages,SubC,BrandA,13.93,0.1,0,189,SUP02,3.02,Hot,2,1,684,5.18,36.6,Silver,19,16.74,53,39,313,3924.08
26/05/2022,SHJ03,Sharjah,North,1065,Produce,SubC,BrandD,20.97,0.15,1,97,SUP01,3.55,Sunny,3,0,1057,3.72,46.5,Bronze,19,28.5,50,65,405,7218.92
27/05/2022,SHJ03,Sharjah,West,1040,Bakery,SubA,BrandB,10.23,0,0,158,SUP02,3.22,Sunny,4,0,912,7.23,40.1,Silver,23,22.95,42,8,348,3560.04
28/05/2022,SHJ03,Sharjah,South,1012,Produce,SubA,BrandB,35.16,0,0,80,SUP02,4.32,Cool,5,1,823,3.11,30.5,Bronze,7,43.58,99,10,352,12376.32
29/05/2022,DXB01,Al Ain,Central,1008,Dairy,SubB,BrandC,5.31,0.2,0,130,SUP03,3.64,Cool,6,0,683,4.02,44.1,Bronze,6,42.84,65,19,337,1431.58
30/05/2022,ALN04,Dubai,South,1035,Dairy,SubB,BrandB,20.52,0.2,0,102,SUP03,4.53,Cool,0,0,669,4.7,53.6,Bronze,21,44.3,14,42,313,5138.21
31/05/2022,SHJ03,Al Ain,West,1085,Bakery,SubB,BrandD,28.27,0.05,0,105,SUP02,3.41,Rainy,1,0,319,2.91,47.4,Silver,23,39.23,48,57,319,8567.22
01/06/2022,SHJ03,Al Ain,North,1089,Beverages,SubC,BrandA,11.95,0.2,0,41,SUP03,4.8,Rainy,2,1,886,7.36,41.9,Silver,21,41.09,33,25,356,3403.36
02/06/2022,DXB01,Sharjah,North,1057,Beverages,SubA,BrandC,25.72,0.05,0,62,SUP03,4.05,Cool,3,0,627,4.25,54.7,Bronze,11,11.19,38,37,209,5106.71
03/06/2022,SHJ03,Abu Dhabi,West,1053,Personal Care,SubC,BrandD,33.52,0,0,68,SUP03,3.23,Rainy,4,0,174,3.97,30.8,Gold,15,37.7,25,35,241,8078.32
04/06/2022,DXB01,Abu Dhabi,North,1011,Personal Care,SubA,BrandB,9.23,0.05,0,78,SUP04,3.8,Hot,5,0,235,6.95,24.1,Bronze,7,32.42,68,54,294,2577.94
05/06/2022,AUH02,Al Ain,Central,1080,Snacks,SubC,BrandB,36.85,0.05,1,199,SUP03,3.41,Cool,6,0,173,3.18,23.1,Bronze,12,43.39,47,5,316,11062.37
06/06/2022,SHJ03,Al Ain,West,1077,Bakery,SubB,BrandD,23.04,0.1,0,141,SUP04,3.4,Cool,0,1,353,6.72,45.5,Silver,22,26.48,88,2,298,6179.33
07/06/2022,AUH02,Sharjah,South,1013,Produce,SubB,BrandA,13.37,0.2,0,95,SUP04,4.01,Rainy,1,0,1141,1.86,49.4,Bronze,8,5.48,50,64,257,2748.87
08/06/2022,DXB01,Al Ain,West,1033,Bakery,SubB,BrandA,18.37,0.05,0,27,SUP03,4.34,Sunny,2,0,1121,2.28,43,Silver,17,27.61,97,63,357,6230.19
09/06/2022,ALN04,Sharjah,Central,1052,Snacks,SubC,BrandC,13.86,0,0,90,SUP02,4.82,Cool,3,0,1166,7.66,51.9,Platinum,7,31.46,3,57,359,4975.74
10/06/2022,SHJ03,Abu Dhabi,Central,1019,Personal Care,SubA,BrandB,29.55,0.15,1,123,SUP03,4,Rainy,4,0,149,6.9,45,Silver,12,11.32,97,57,223,5601.2
11/06/2022,DXB01,Abu Dhabi,West,1074,Bakery,SubA,BrandD,32.26,0.05,0,193,SUP01,4.93,Rainy,5,0,614,3.72,34.2,Silver,22,18.83,26,17,235,7202.04
12/06/2022,ALN04,Dubai,West,1015,Bakery,SubB,BrandA,33.65,0.2,0,33,SUP02,4.88,Sunny,6,1,843,5.47,28,Silver,24,27.66,41,22,288,7752.96
13/06/2022,ALN04,Abu Dhabi,North,1094,Personal Care,SubB,BrandC,39.46,0.1,1,75,SUP04,4.73,Cool,0,0,830,7.6,52.5,Bronze,17,17.96,55,28,278,9872.89
14/06/2022,AUH02,Al Ain,Central,1069,Snacks,SubB,BrandB,32.07,0,0,150,SUP04,4,Sunny,1,0,670,2.48,25.4,Bronze,14,18,92,22,242,7760.94
15/06/2022,DXB01,Abu Dhabi,West,1055,Personal Care,SubB,BrandB,24.85,0.1,0,71,SUP02,3.28,Hot,2,0,675,1.41,39.9,Bronze,19,7.55,68,35,245,5479.42
16/06/2022,ALN04,Sharjah,West,1082,Beverages,SubA,BrandC,14.89,0.15,1,63,SUP02,3.44,Sunny,3,0,1002,4.76,32.4,Platinum,7,42.44,17,69,384,4860.1
17/06/2022,SHJ03,Abu Dhabi,Central,1057,Produce,SubC,BrandC,22.69,0.05,0,152,SUP03,4.3,Sunny,4,1,301,2,31,Bronze,9,34.22,60,5,336,7242.65
18/06/2022,SHJ03,Dubai,West,1003,Personal Care,SubC,BrandA,3.56,0.05,0,140,SUP04,3.84,Rainy,5,0,306,2.31,43.3,Silver,24,1.85,3,33,226,764.33
19/06/2022,AUH02,Abu Dhabi,North,1003,Snacks,SubC,BrandD,30.3,0.2,0,46,SUP01,3.29,Sunny,6,0,514,7.24,29.6,Gold,21,34.87,0,43,293,7102.32
20/06/2022,ALN04,Sharjah,Central,1019,Dairy,SubC,BrandB,18.95,0.05,0,46,SUP03,3.96,Hot,0,0,320,1.05,52.2,Gold,22,33.76,49,43,306,5508.76
21/06/2022,DXB01,Sharjah,North,1009,Beverages,SubB,BrandD,2.76,0,0,140,SUP02,3.03,Rainy,1,0,857,6.72,35.4,Platinum,7,2.22,83,26,279,770.04
22/06/2022,SHJ03,Al Ain,North,1023,Dairy,SubB,BrandB,4.38,0.15,1,44,SUP04,4.47,Hot,2,0,862,4.62,44.4,Silver,22,17.77,69,51,382,1422.19
23/06/2022,ALN04,Abu Dhabi,North,1098,Personal Care,SubB,BrandB,16.72,0.1,0,189,SUP02,3.15,Sunny,3,0,662,4.92,46,Bronze,24,28.01,19,41,310,4664.88
24/06/2022,ALN04,Sharjah,North,1025,Beverages,SubC,BrandD,24.17,0.15,0,133,SUP02,4.26,Hot,4,1,468,5.7,44.5,Gold,13,21.36,19,24,252,5177.21
25/06/2022,AUH02,Dubai,Central,1036,Produce,SubB,BrandC,19.64,0.05,1,165,SUP02,4.59,Hot,5,0,995,4.02,51.8,Bronze,11,35.41,45,73,381,7108.7
26/06/2022,SHJ03,Al Ain,North,1084,Personal Care,SubB,BrandA,25.53,0.1,0,27,SUP03,3.27,Sunny,6,0,303,1.81,29.6,Bronze,17,20.18,26,38,227,5215.78
27/06/2022,SHJ03,Dubai,North,1053,Produce,SubA,BrandB,20.25,0.2,0,131,SUP01,4.04,Sunny,0,0,1148,1.72,24.8,Silver,23,8.45,25,38,271,4390.2
28/06/2022,DXB01,Abu Dhabi,West,1020,Bakery,SubA,BrandC,27.14,0.15,0,173,SUP01,4.56,Rainy,1,0,1056,6.28,23.8,Silver,7,43.98,31,11,340,7843.46
29/06/2022,SHJ03,Abu Dhabi,Central,1073,Dairy,SubB,BrandB,10.33,0.1,1,170,SUP04,3.52,Rainy,2,0,168,2.55,51,Gold,24,12.26,9,10,273,2538.08
30/06/2022,DXB01,Abu Dhabi,Central,1037,Beverages,SubA,BrandA,6.29,0.1,1,163,SUP02,3.33,Cool,3,0,615,1.2,54.1,Platinum,15,32.8,81,2,344,1947.38
01/07/2022,SHJ03,Al Ain,South,1045,Produce,SubA,BrandB,24.66,0.1,0,57,SUP01,3.67,Rainy,4,0,339,7.86,32,Gold,8,7.98,11,21,199,4416.61
02/07/2022,AUH02,Sharjah,Central,1003,Snacks,SubB,BrandA,20.42,0,0,177,SUP02,4.11,Sunny,5,0,460,7.86,44.9,Bronze,17,16.01,73,3,225,4594.5
03/07/2022,SHJ03,Al Ain,Central,1059,Produce,SubB,BrandA,3.02,0.15,0,26,SUP04,4.15,Hot,6,0,1154,3.65,22.3,Silver,21,20.9,87,7,362,929.25
04/07/2022,DXB01,Dubai,South,1056,Snacks,SubB,BrandB,16.46,0.1,1,177,SUP02,3.26,Hot,0,1,806,1.18,28.2,Gold,17,10.1,23,13,299,4429.39
05/07/2022,DXB01,Al Ain,Central,1044,Personal Care,SubB,BrandB,6.03,0.15,0,144,SUP01,3.92,Rainy,1,0,789,6.09,44.7,Platinum,13,21.24,50,13,327,1676.04
06/07/2022,AUH02,Dubai,Central,1019,Beverages,SubC,BrandA,22.19,0.1,0,66,SUP02,3.54,Rainy,2,0,756,6.82,24.2,Bronze,10,8.59,37,15,219,4373.65
07/07/2022,SHJ03,Al Ain,Central,1016,Produce,SubC,BrandC,17.04,0.2,1,17,SUP01,4.68,Sunny,3,0,443,1.88,37.5,Bronze,16,25.95,45,31,335,4566.72
08/07/2022,SHJ03,Sharjah,Central,1070,Produce,SubB,BrandD,25.3,0.2,0,137,SUP04,3.63,Hot,4,0,635,1.95,43.9,Gold,15,30.47,88,63,288,5829.12
09/07/2022,AUH02,Dubai,South,1003,Beverages,SubA,BrandA,32.61,0.2,0,126,SUP02,4.68,Cool,5,0,454,6.76,47.3,Bronze,8,4.5,7,15,214,5582.83
10/07/2022,SHJ03,Abu Dhabi,Central,1092,Produce,SubB,BrandB,13.39,0.05,0,65,SUP01,3.86,Cool,6,0,1027,7.45,37,Silver,14,39.43,54,51,339,4312.25
11/07/2022,SHJ03,Abu Dhabi,Central,1013,Snacks,SubB,BrandB,38.56,0.1,0,135,SUP04,4.45,Rainy,0,0,1082,6.54,42.8,Bronze,17,9.8,77,18,241,8363.66
12/07/2022,DXB01,Al Ain,South,1002,Produce,SubA,BrandC,22.35,0.05,0,168,SUP02,4.02,Cool,1,0,204,2.41,39.8,Bronze,11,11.54,30,68,189,4012.94
13/07/2022,SHJ03,Abu Dhabi,West,1087,Dairy,SubC,BrandD,25.5,0.15,1,68,SUP04,4.24,Sunny,2,0,1061,3.88,23.7,Silver,24,30.37,87,11,353,7651.28
14/07/2022,SHJ03,Dubai,North,1079,Personal Care,SubB,BrandA,27.87,0.05,0,67,SUP01,3.79,Cool,3,0,626,5.21,46.5,Bronze,21,22.05,15,4,213,5639.49
15/07/2022,AUH02,Abu Dhabi,West,1057,Bakery,SubB,BrandA,27.34,0.15,0,149,SUP02,4.54,Rainy,4,0,603,2.12,27.7,Silver,19,23.37,19,41,244,5670.32
16/07/2022,AUH02,Sharjah,South,1054,Snacks,SubC,BrandD,21.42,0.15,0,185,SUP02,3.85,Sunny,5,0,1030,2.47,23,Bronze,9,7.34,37,16,263,4788.44
17/07/2022,ALN04,Sharjah,North,1003,Dairy,SubC,BrandA,18.29,0.15,0,168,SUP02,3.91,Hot,6,0,808,2.98,36.9,Bronze,23,36.61,14,71,337,5239.17
18/07/2022,DXB01,Al Ain,South,1023,Personal Care,SubA,BrandD,4.04,0.05,0,117,SUP04,4.04,Sunny,0,0,334,4.57,50.6,Bronze,15,28.46,77,9,285,1093.83
19/07/2022,SHJ03,Dubai,South,1033,Beverages,SubC,BrandB,2.84,0.1,0,83,SUP04,4.66,Rainy,1,0,1129,4.58,27,Silver,23,7.65,75,15,317,810.25
20/07/2022,SHJ03,Sharjah,Central,1029,Snacks,SubC,BrandD,15.6,0.05,1,176,SUP01,4.32,Rainy,2,0,593,6.7,22.4,Bronze,17,17.96,33,15,271,4016.22
21/07/2022,ALN04,Sharjah,North,1081,Bakery,SubC,BrandA,14.68,0.1,0,157,SUP03,3.7,Cool,3,0,977,6.27,25.6,Silver,24,36.81,71,41,365,4822.38
22/07/2022,SHJ03,Dubai,Central,1018,Personal Care,SubA,BrandD,16.73,0.1,0,110,SUP02,4.34,Cool,4,0,1066,7.4,34,Silver,13,26.35,18,2,350,5269.95
23/07/2022,DXB01,Abu Dhabi,North,1030,Bakery,SubC,BrandC,7.26,0.15,0,57,SUP02,4.28,Hot,5,0,1065,6.83,41.1,Silver,6,6.49,68,22,295,1820.44
24/07/2022,ALN04,Abu Dhabi,South,1059,Beverages,SubC,BrandB,30.05,0.05,1,80,SUP01,4.86,Hot,6,0,1063,2.78,28.4,Silver,19,17.9,90,27,279,7964.75
25/07/2022,DXB01,Al Ain,South,1059,Beverages,SubA,BrandB,34.56,0.1,0,125,SUP02,4.68,Rainy,0,0,996,3.32,48.5,Bronze,11,12.28,62,44,206,6407.42
26/07/2022,ALN04,Abu Dhabi,West,1018,Snacks,SubC,BrandD,37.67,0.2,1,191,SUP04,4.29,Rainy,1,0,316,4.5,46.9,Bronze,19,24.15,76,67,228,6871.01
27/07/2022,ALN04,Dubai,North,1048,Produce,SubC,BrandA,20.71,0.1,0,131,SUP04,3.68,Rainy,2,0,722,1.1,45,Silver,7,38.23,31,23,304,5666.26
28/07/2022,AUH02,Sharjah,Central,1062,Beverages,SubA,BrandC,28.63,0.2,1,87,SUP02,4.56,Hot,3,0,452,7.33,38.1,Bronze,14,20.65,94,18,223,5107.59
29/07/2022,DXB01,Abu Dhabi,West,1082,Personal Care,SubB,BrandB,34.51,0.05,0,38,SUP02,4.15,Rainy,4,0,791,1.31,34.1,Gold,17,20.52,36,74,230,7540.43
30/07/2022,SHJ03,Al Ain,West,1021,Produce,SubA,BrandB,17.9,0.05,1,102,SUP04,4.97,Hot,5,0,774,3.26,34.4,Gold,10,40.91,65,39,375,6376.87
31/07/2022,SHJ03,Abu Dhabi,West,1023,Dairy,SubC,BrandA,13.76,0.05,0,82,SUP02,3.5,Rainy,6,0,730,4.98,38.6,Bronze,7,26.69,6,45,308,4026.18
01/08/2022,DXB01,Dubai,Central,1075,Bakery,SubC,BrandA,37.6,0.1,0,109,SUP04,3.16,Sunny,0,0,424,4.62,24.6,Silver,24,26.26,47,39,202,6835.68
02/08/2022,SHJ03,Al Ain,West,1029,Produce,SubC,BrandC,21.6,0,0,185,SUP03,3.14,Sunny,1,0,1000,5.58,44.5,Gold,12,13.11,10,61,250,5400
03/08/2022,SHJ03,Abu Dhabi,Central,1057,Bakery,SubA,BrandD,20.9,0.1,1,83,SUP03,4.28,Rainy,2,0,407,4.69,33.6,Bronze,12,28.05,74,17,310,5831.1
04/08/2022,DXB01,Al Ain,West,1030,Produce,SubC,BrandA,8.78,0.1,0,193,SUP02,4.88,Sunny,3,0,753,2.6,29.4,Silver,15,26.68,86,11,314,2481.23
05/08/2022,ALN04,Dubai,Central,1099,Dairy,SubC,BrandD,6.11,0.15,1,104,SUP02,3,Hot,4,0,384,2.41,31.2,Bronze,22,18.94,30,13,349,1812.53
06/08/2022,DXB01,Sharjah,South,1063,Beverages,SubA,BrandC,34,0.15,1,26,SUP02,4.45,Cool,5,0,491,7.35,27.9,Silver,19,44.6,43,60,334,9652.6
07/08/2022,ALN04,Dubai,South,1018,Dairy,SubB,BrandD,25.34,0.1,0,146,SUP04,4.31,Sunny,6,0,459,2.85,51.8,Gold,16,39.9,44,11,270,6157.62
08/08/2022,SHJ03,Dubai,South,1047,Beverages,SubB,BrandB,14.38,0.2,1,106,SUP03,4.46,Cool,0,0,868,2.97,27.6,Silver,11,34.18,71,26,338,3888.35
09/08/2022,SHJ03,Dubai,South,1044,Beverages,SubC,BrandD,9.29,0.15,0,171,SUP03,3.71,Sunny,1,0,896,3.89,51.1,Silver,13,25.01,55,5,318,2511.09
10/08/2022,SHJ03,Dubai,South,1099,Bakery,SubA,BrandC,23.11,0.1,0,182,SUP01,4.64,Hot,2,0,1031,1.98,40.9,Gold,24,21.76,31,32,282,5865.32
11/08/2022,AUH02,Sharjah,West,1093,Personal Care,SubC,BrandC,24.19,0,0,18,SUP01,3.09,Sunny,3,0,264,4.55,50.6,Silver,24,9.79,20,49,189,4571.91
12/08/2022,ALN04,Sharjah,West,1054,Dairy,SubA,BrandC,9.87,0.2,0,144,SUP02,4.51,Sunny,4,0,832,5.66,37.6,Silver,22,15.01,30,11,282,2226.67
13/08/2022,AUH02,Al Ain,West,1054,Produce,SubA,BrandD,34.35,0.05,0,153,SUP04,3.53,Rainy,5,0,680,6.5,52.6,Silver,23,35.24,0,56,261,8517.08
14/08/2022,AUH02,Abu Dhabi,Central,1096,Dairy,SubB,BrandB,5.2,0.1,0,28,SUP02,3.95,Cool,6,0,920,5.98,29,Silver,17,21.4,76,52,303,1418.04
15/08/2022,DXB01,Sharjah,Central,1017,Bakery,SubB,BrandA,15.53,0.1,0,143,SUP03,4.65,Cool,0,0,223,2.03,40.3,Gold,14,39.91,10,12,251,3508.23
16/08/2022,AUH02,Sharjah,Central,1062,Beverages,SubA,BrandB,27.85,0.2,0,123,SUP02,3.54,Hot,1,0,443,4.19,26.2,Platinum,21,8.19,92,71,180,4010.4
17/08/2022,DXB01,Abu Dhabi,Central,1091,Bakery,SubC,BrandD,12.42,0.15,0,148,SUP02,3.37,Hot,2,0,623,1.27,36.8,Gold,23,23.76,67,2,274,2892.62
18/08/2022,DXB01,Sharjah,South,1046,Snacks,SubB,BrandD,33.45,0.15,0,134,SUP03,4.36,Cool,3,0,1175,1.12,40.8,Silver,21,29.75,35,63,279,7932.67
19/08/2022,AUH02,Dubai,South,1074,Snacks,SubC,BrandA,30.11,0.15,1,70,SUP03,4.07,Rainy,4,0,228,4.08,42,Bronze,21,24.13,78,57,227,5809.72
20/08/2022,ALN04,Dubai,South,1056,Produce,SubB,BrandD,31.98,0.05,0,51,SUP03,4.03,Rainy,5,0,756,2.77,34.1,Gold,9,40.21,58,3,280,8506.68
21/08/2022,ALN04,Abu Dhabi,North,1044,Bakery,SubB,BrandC,6.53,0.2,0,22,SUP03,3.51,Cool,6,1,837,5.78,24.5,Silver,12,44.55,66,44,307,1603.77
22/08/2022,ALN04,Al Ain,West,1032,Produce,SubC,BrandC,7.34,0.2,0,149,SUP01,3.07,Sunny,0,0,1038,6.07,43.6,Gold,6,6.8,55,65,284,1667.65
23/08/2022,ALN04,Al Ain,Central,1016,Produce,SubB,BrandC,12.89,0.15,0,94,SUP04,3.82,Cool,1,0,170,7.27,38.1,Bronze,6,7.41,50,35,209,2289.91
24/08/2022,ALN04,Abu Dhabi,Central,1069,Snacks,SubB,BrandC,21.69,0.15,1,29,SUP04,3.21,Sunny,2,0,372,6.32,26.5,Gold,13,7.43,28,22,205,3779.48
25/08/2022,AUH02,Abu Dhabi,South,1003,Produce,SubC,BrandC,30.42,0,0,59,SUP03,4.81,Cool,3,0,1126,1.34,52.9,Bronze,13,31.23,84,18,283,8608.86
26/08/2022,AUH02,Dubai,Central,1019,Snacks,SubB,BrandD,33.79,0,0,173,SUP04,3.08,Sunny,4,0,121,3.6,53.5,Bronze,15,17.9,1,39,156,5271.24
27/08/2022,SHJ03,Al Ain,Central,1046,Beverages,SubB,BrandA,28.76,0.1,0,101,SUP04,3.86,Rainy,5,0,265,2.91,50.3,Silver,6,33.48,5,71,238,6160.39
28/08/2022,ALN04,Sharjah,West,1090,Bakery,SubB,BrandA,37.29,0.1,0,97,SUP04,3.1,Cool,6,0,974,3.7,49.8,Silver,19,19.32,30,15,239,8021.08
29/08/2022,AUH02,Dubai,South,1014,Produce,SubC,BrandC,30.07,0.2,1,78,SUP04,3.19,Hot,0,0,597,2.12,25.3,Bronze,19,28.91,53,57,302,7264.91
30/08/2022,SHJ03,Abu Dhabi,West,1069,Snacks,SubA,BrandD,13.64,0.2,1,46,SUP03,4.32,Sunny,1,0,533,1.68,54.8,Silver,15,35.06,87,17,321,3502.75
31/08/2022,ALN04,Al Ain,North,1046,Dairy,SubC,BrandB,12.07,0.05,0,149,SUP02,4.29,Rainy,2,0,857,4.65,35.2,Bronze,24,25.48,39,35,312,3577.55
01/09/2022,DXB01,Sharjah,North,1077,Produce,SubA,BrandB,28.46,0.05,0,108,SUP02,3.07,Hot,3,0,333,6.04,27.4,Bronze,21,25.11,16,23,222,6002.21
02/09/2022,SHJ03,Sharjah,North,1074,Personal Care,SubB,BrandD,9.33,0,0,134,SUP02,3,Rainy,4,0,936,5.91,48.8,Bronze,14,5.61,4,0,249,2323.17
03/09/2022,AUH02,Dubai,South,1008,Beverages,SubA,BrandC,5.52,0.1,0,177,SUP01,3.16,Sunny,5,0,762,4.16,29.4,Gold,21,19.55,1,0,312,1550.02
04/09/2022,DXB01,Al Ain,Central,1089,Beverages,SubC,BrandA,22.22,0,1,63,SUP04,4.53,Cool,6,1,824,4.66,39.4,Bronze,13,25.38,57,63,334,7421.48
05/09/2022,DXB01,Al Ain,South,1015,Dairy,SubC,BrandD,33.22,0,1,139,SUP03,4.17,Rainy,0,0,475,4.61,26.2,Bronze,12,21.76,11,61,232,7707.04
06/09/2022,DXB01,Abu Dhabi,South,1068,Snacks,SubB,BrandB,5.85,0.1,0,187,SUP03,3.08,Cool,1,0,829,5.84,37.7,Silver,16,40.71,4,35,290,1526.85
07/09/2022,SHJ03,Al Ain,Central,1060,Produce,SubA,BrandB,32.09,0.05,1,50,SUP01,3.98,Cool,2,0,402,1.34,40.4,Bronze,11,40.96,59,74,319,9724.87
08/09/2022,AUH02,Al Ain,West,1009,Snacks,SubB,BrandB,32.84,0.1,0,54,SUP03,4.42,Rainy,3,0,504,5.97,36.7,Gold,20,37.31,40,17,259,7655
09/09/2022,DXB01,Dubai,North,1049,Beverages,SubB,BrandC,20.33,0.15,0,112,SUP02,4.74,Rainy,4,0,807,5.08,24.3,Gold,24,18.01,19,15,265,4579.33
10/09/2022,ALN04,Al Ain,West,1002,Snacks,SubC,BrandB,4.18,0.15,0,115,SUP01,4.87,Rainy,5,0,1016,2.39,38,Gold,19,32.79,71,16,338,1200.91
11/09/2022,DXB01,Sharjah,North,1076,Beverages,SubA,BrandD,8.63,0.15,0,146,SUP03,3.65,Cool,6,0,120,1.34,37.5,Bronze,20,18.88,0,23,261,1914.57
12/09/2022,DXB01,Dubai,South,1093,Snacks,SubA,BrandD,28.88,0.2,0,199,SUP01,3.27,Hot,0,0,356,1.76,30.6,Silver,11,11.85,55,67,194,4482.18
13/09/2022,SHJ03,Dubai,North,1069,Dairy,SubA,BrandB,29.05,0.05,0,137,SUP01,3.47,Sunny,1,1,498,4.67,52.4,Silver,15,16.61,69,1,204,5629.89
14/09/2022,SHJ03,Abu Dhabi,South,1080,Bakery,SubA,BrandD,36.14,0.05,0,95,SUP03,4.55,Hot,2,0,150,6.31,35.8,Bronze,19,4.87,55,72,136,4669.29
15/09/2022,AUH02,Al Ain,West,1050,Dairy,SubB,BrandB,24.14,0.2,0,56,SUP02,4.94,Cool,3,0,546,3.34,50.5,Bronze,21,16.13,53,9,225,4345.2
16/09/2022,ALN04,Abu Dhabi,South,1018,Dairy,SubB,BrandB,6.72,0,1,14,SUP03,3.93,Rainy,4,0,926,3.65,25.6,Silver,18,21.7,10,52,379,2546.88
17/09/2022,SHJ03,Sharjah,West,1041,Bakery,SubC,BrandA,6.61,0.15,0,10,SUP04,3.61,Rainy,5,0,694,7.54,32.5,Bronze,16,43.08,2,50,292,1640.6
18/09/2022,DXB01,Dubai,Central,1034,Bakery,SubB,BrandC,29.4,0.15,0,53,SUP04,3.86,Sunny,6,0,917,2.49,27.8,Platinum,8,15.34,94,68,208,5197.92
19/09/2022,AUH02,Dubai,Central,1045,Produce,SubB,BrandC,8.98,0,1,159,SUP03,3.61,Sunny,0,0,735,1.73,35.5,Gold,13,40.79,27,13,358,3214.84
20/09/2022,DXB01,Dubai,Central,1025,Produce,SubC,BrandA,14.48,0.1,1,47,SUP02,3.51,Hot,1,1,1172,3.4,25.7,Bronze,8,11.69,4,65,346,4509.07
21/09/2022,DXB01,Sharjah,South,1068,Dairy,SubC,BrandA,20.51,0.1,1,28,SUP04,4.19,Hot,2,0,874,6.22,36.6,Bronze,7,10.05,89,52,221,4079.44
22/09/2022,SHJ03,Sharjah,Central,1092,Dairy,SubC,BrandC,2.94,0.05,0,168,SUP04,3.03,Sunny,3,0,1072,5.38,33.7,Platinum,19,24.22,15,63,315,879.8
23/09/2022,AUH02,Abu Dhabi,North,1063,Beverages,SubB,BrandB,11.46,0.2,0,124,SUP03,3.52,Cool,4,0,496,3.91,29.4,Bronze,20,30.85,30,71,276,2530.37
24/09/2022,ALN04,Abu Dhabi,West,1036,Beverages,SubB,BrandB,17.5,0.05,0,96,SUP03,4.32,Hot,5,0,782,7.75,43.2,Gold,8,3.72,27,48,189,3142.12
25/09/2022,ALN04,Abu Dhabi,West,1083,Produce,SubC,BrandC,12.63,0.1,0,179,SUP03,3.06,Rainy,6,0,1150,6.14,53.4,Bronze,6,11.35,6,61,257,2921.32
26/09/2022,SHJ03,Al Ain,North,1048,Personal Care,SubC,BrandB,7.18,0,1,132,SUP01,3.17,Rainy,0,0,810,1.43,28.8,Gold,20,21.49,8,36,358,2570.44
27/09/2022,SHJ03,Dubai,South,1020,Personal Care,SubC,BrandA,29.66,0.05,0,91,SUP01,3.59,Cool,1,0,628,6.21,45.5,Silver,7,16.1,38,48,203,5719.93
28/09/2022,AUH02,Dubai,South,1073,Produce,SubB,BrandB,32.9,0.15,0,163,SUP01,4.76,Sunny,2,0,784,1.17,46.5,Bronze,23,32.59,98,67,237,6627.7
29/09/2022,ALN04,Abu Dhabi,West,1063,Beverages,SubB,BrandB,11.78,0.15,0,150,SUP03,4.53,Hot,3,1,712,5.55,38.4,Bronze,6,23.88,42,32,301,3013.91
30/09/2022,ALN04,Dubai,Central,1004,Beverages,SubA,BrandD,31.43,0,0,67,SUP02,3.04,Rainy,4,0,285,2.47,51.6,Silver,14,8.73,26,21,160,5028.8
01/10/2022,ALN04,Abu Dhabi,South,1099,Personal Care,SubB,BrandD,16.65,0.1,1,155,SUP04,4,Sunny,5,0,795,5.88,53.9,Gold,8,40.44,75,69,342,5124.87
02/10/2022,DXB01,Al Ain,South,1069,Snacks,SubB,BrandD,21.25,0.15,0,76,SUP01,3.55,Hot,6,0,314,3.17,34,Bronze,7,14.45,88,32,204,3684.75
03/10/2022,ALN04,Al Ain,North,1089,Snacks,SubB,BrandB,34.53,0.15,0,131,SUP02,4.3,Cool,0,0,315,7.11,43.5,Silver,9,33.38,92,27,233,6838.67
04/10/2022,DXB01,Sharjah,North,1003,Beverages,SubC,BrandC,30.5,0.2,0,96,SUP03,4.44,Rainy,1,0,128,3.36,43.9,Bronze,21,35.49,94,3,217,5294.8
05/10/2022,AUH02,Al Ain,Central,1038,Snacks,SubB,BrandA,32.59,0.05,0,140,SUP01,4.73,Cool,2,0,201,5.34,35.3,Gold,6,43.41,97,65,246,7616.28
